SMILES Labelled
"C[Si:63](C)(C)[CH:62]1C2=C(C=CC=C2)[CH:10]=[CH:11]1.Cl[C:21]1=[CH:20][C:32](=[O:33])[C:31](Cl)=[CH:30][C:22]1=[O:23]>>C[Si:63](C)(C)[CH:62]1C2=C(C=CC=C2)[CH:10]([CH:20]2[C:21](Cl)=[C:22]([O-:23])[CH:30]=[C:31](Cl)[C:32]2=[O:33])[CH+:11]1 10,11=10,20;20,21=21,22;22,23=23"
"CC12C3C4C5C1[W-3:11]4532(C#[O+])(C#[O+])(C#[O+])[H:10].FC(F)(F)[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>CC12C3C4C5C1[W-2:11]4532(C#[O+])(C#[O+])C#[O+].FC(F)(F)[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([H:10])([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10,11=10,20"
"C1[C:63]2=[C:62]([CH:11]([H:10])[C:82]3=[C:83]1[CH:84]=[CH:85][CH:94]=[CH:93]3)[CH:73]=[CH:74][CH:65]=[CH:64]2.CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]=[O+:21]C)[CH:35]=[CH:36]1>>C1[C:63]2=[C:62]([CH+:11][C:82]3=[C:83]1[CH:84]=[CH:85][CH:94]=[CH:93]3)[CH:73]=[CH:74][CH:65]=[CH:64]2.CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[O:21]C)[CH:35]=[CH:36]1 10,11=10,20;20,21=21"
"CC(C)(C)C[SiH:11]([H:10])[C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1.CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]=[N+:21](C)C)[CH:36]=[CH:35]1>>CC(C)(C)C[SiH+:11][C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1.CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[N:21](C)C)[CH:36]=[CH:35]1 10,11=10,20;20,21=21"
"C[C:10](C)=[C:11]([O:12][Si:73](C)(C)C)[O:62]C.O=[N+]([O-])C1=CC=C([N:31]=[C:20]=[S:21])C=C1>>C[C:10](C)([C:11](=[O+:12][Si:73](C)(C)C)[O:62]C)[C:20]([S-:21])=[N:31]C1=CC=C([N+](=O)[O-])C=C1 10,11=10,20;12=11,12;20,21=21"
"C1C[C:33]2=[C:34](O1)[CH:35]=[CH:36][C:31]([CH+:20][C:41]1=[CH:42][C:43]3=[C:44](OCC3)[CH:45]=[CH:46]1)=[CH:32]2.C[Si:63](C)(C)[CH2:62][Si:11]([H:10])([CH2:72][Si:73](C)(C)C)[CH2:82][Si:83](C)(C)C>>C1C[C:33]2=[C:34](O1)[CH:35]=[CH:36][C:31]([CH:20]([H:10])[C:41]1=[CH:42][C:43]3=[C:44](OCC3)[CH:45]=[CH:46]1)=[CH:32]2.C[Si:63](C)(C)[CH2:62][Si+:11]([CH2:72][Si:73](C)(C)C)[CH2:82][Si:83](C)(C)C 10,11=10,20"
"Br[CH-:10][S:61](C1=CC=CC=C1)(=[O:62])=[O:72].CO[C:44]1=[CH:43][CH:42]=[C:41](/[CH:20]=[CH:21]/[N+:22](=[O:23])[O-:33])[CH:46]=[CH:45]1>>CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]([CH:10](Br)[S:61](C2=CC=CC=C2)(=[O:62])=[O:72])[CH:21]=[N+:22]([O-:23])[O-:33])[CH:46]=[CH:45]1 10=20;20,21=21,22;22,23=23"
"C1CC[N:12]([C:11]2=[CH:10]CCC2)CC1.CN1C(=O)C(CC2=CC=CC=C2)/[N+:23](=[CH:22]/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[C:34](C#N)[CH:35]=[CH:36]2)C1(C)C>>CN1C(=O)C(CC2=CC=CC=C2)[N:23]([CH:22]=[CH:21][CH:20]([CH:10]2CCC[C:11]2=[N+:12]2CCCCC2)[C:31]2=[CH:32][CH:33]=[C:34](C#N)[CH:35]=[CH:36]2)C1(C)C 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC1=CC=C([S:32](/[CH:21]=[CH:20]/C2=CC=CC=C2)(=[O:33])=[O:34])C=C1.[N-:10]1[CH:61]=[CH:62][N:72]=[CH:71]1>>CC1=CC=C([S:32]([CH-:21][CH:20](C2=CC=CC=C2)[N:10]2[CH:61]=[CH:62][N:72]=[CH:71]2)(=[O:33])=[O:34])C=C1 10=20;20,21=21"
"CC[O:72][C:61](/[C:10](F)=[C:11](\[O-:12])[O:82]CC)=[O:62].C[N+:21](C)=[CH:20][C:31]1=[CH:32][CH:33]=[C:34](C(F)(F)F)[CH:35]=[CH:36]1>>CC[O:72][C:61]([C:10](F)([C:11](=[O:12])[O:82]CC)[CH:20]([N:21](C)C)[C:31]1=[CH:32][CH:33]=[C:34](C(F)(F)F)[CH:35]=[CH:36]1)=[O:62] 10,11=10,20;12=11,12;20,21=21"
"C[C:62]1=[CH:61][N:10]=[CH:11][NH:12]1.F[C:53]1=[CH:54][CH:55]=[CH:56][C:51]([C+:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)=[CH:52]1>>C[C:62]1=[CH:61][N:10]([C:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)[CH:11]=[NH+:12]1 10,11=10,20;12=11,12"
"FC1=CC(F)=C([B-:11](C2=C(F)C=C(F)C=C2F)(C2=C(F)C=C(F)C=C2F)[H:10])C(F)=C1.[CH:20](=[CH:21]/[N+:22](=[O:23])[O-:33])\[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1>>FC1=CC(F)=C([B:11](C2=C(F)C=C(F)C=C2F)C2=C(F)C=C(F)C=C2F)C(F)=C1.[H:10][CH:20]([CH:21]=[N+:22]([O-:23])[O-:33])[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1 10,11=10,20;20,21=21,22;22,23=23"
"COC1=CC=CC=C1[P:10](C1=CC=CC=C1OC)C1=C(OC)C=CC=C1.N#C[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20][C:41]2=[N+:42]([O-])O[N:35]=[C:34]12>>COC1=CC=CC=C1[P+:10](C1=CC=CC=C1OC)(C1=C(OC)C=CC=C1)[CH:20]1[C:21](=[N+:22]([O-])[O-:23])[CH:32]=[C:33](C#N)[C:34]2=[N:35]O[N+:42]([O-])=[C:41]12 10=20;20,21=21,22;22,23=23"
"CC1(C)[O:62][C:11]([O-:12])=[C:10]([C:91]2=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]2)[C:72](=[O:73])[O:83]1.Cl[B-:33](Cl)(Cl)[O+:21]=[CH:20][C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1>>CC1(C)[O:62][C:11](=[O:12])[C:10]([CH:20]([O:21][B-:33](Cl)(Cl)Cl)[C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)([C:91]2=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]2)[C:72](=[O:73])[O:83]1 10,11=10,20;12=11,12;20,21=21"
"CC[O:62]/[C:11](=[CH:10]/[P+:71](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[O-:12].F[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>CC[O:62][C:11]([CH:10]([C:20]([C:31]1=[CH:32][CH:33]=[C:34](F)[CH:35]=[CH:36]1)([C:41]1=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1)[P+:71](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)=[O:12] 10,11=10,20;12=11,12"
"CN1CC[C:20](=[O:21])CC1.CO[C:64]1=[CH:63][CH:62]=[C:61]([S-:10])[CH:72]=[CH:73]1>>CO[C:64]1=[CH:63][CH:62]=[C:61]([S:10][C:20]2([O-:21])CCN(C)CC2)[CH:72]=[CH:73]1 10=20;20,21=21"
C[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.[CH-:10]([C:61]#[N:62])[C:71]#[N:72]>>C[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([CH:10]([C:61]#[N:62])[C:71]#[N:72])([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10=20
C[N:49](C)[C:46]1=[CH:45][CH:44]=[C:43]([C:42](=[CH:41][CH+:20][C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:48]=[CH:47]1.[NH2:10][C:61]1=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]1>>C[N:49](C)[C:46]1=[CH:45][CH:44]=[C:43]([C:42](=[CH:41][CH:20]([NH2+:10][C:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:48]=[CH:47]1 10=20
"C1=CC=C([C:62]([NH:61][NH2:10])=[O:63])C=C1.C[N+:21](C)=[CH:20][C:31]1=[CH:32][CH:33]=[C:34](C(F)(F)F)[CH:35]=[CH:36]1>>C[N:21](C)[CH:20]([NH2+:10][NH:61][C:62](C1=CC=CC=C1)=[O:63])[C:31]1=[CH:32][CH:33]=[C:34](C(F)(F)F)[CH:35]=[CH:36]1 10=20;20,21=21"
"C1=CC=C([S:32]([C:21](=[CH2:20])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])(=[O:33])=[O:34])C=C1.CC[O:72][C:61]([S-:10])=[S:62]>>CC[O:72][C:61]([S:10][CH2:20][C-:21]([S:32](C1=CC=CC=C1)(=[O:33])=[O:34])[S:41](C1=CC=CC=C1)(=[O:42])=[O:43])=[S:62] 10=20;20,21=21"
"C1=CC=C(/[C:10](=[C:11](\[O-:12])[C:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)[C:81]#[N:82])C=C1.CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]2[C:41]3=[C:42]([CH:43]=[CH:44][CH:45]=[CH:46]3)[C:52]3=[C:51]2[CH:56]=[CH:55][CH:54]=[CH:53]3)[CH:36]=[CH:35]1>>CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([C:20]2([C:10](C3=CC=CC=C3)([C:11](=[O:12])[C:61]3=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]3)[C:81]#[N:82])[C:41]3=[C:42]([CH:43]=[CH:44][CH:45]=[CH:46]3)[C:52]3=[C:51]2[CH:56]=[CH:55][CH:54]=[CH:53]3)[CH:36]=[CH:35]1 10,11=10,20;12=11,12"
"C[O+:21]=[CH:20][C:31]1=[CH:32][CH:33]=[C:34](C)[CH:36]=[CH:35]1.[CH:10]1=[CH:11][CH:12]=[CH:13][S:14]1>>C[O:21][CH:20]([CH:10]1[CH:11]=[CH:12][CH:13]=[S+:14]1)[C:31]1=[CH:32][CH:33]=[C:34](C)[CH:36]=[CH:35]1 10,11=10,20;12,13=11,12;14=13,14;20,21=21"
"F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1.[CH:10]1=[CH:11][NH:12][C:62]2=[C:61]1[CH:72]=[CH:73][CH:64]=[N:63]2>>F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([CH:20]([CH:10]2[CH:11]=[NH+:12][C:62]3=[C:61]2[CH:72]=[CH:73][CH:64]=[N:63]3)[C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1 10,11=10,20;12=11,12"
"Br[C:73]1=[CH:72][C:61]2=[C:62]([NH:12][CH:11]=[CH:10]2)[CH:63]=[CH:64]1.C[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>C[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([CH:10]2[CH:11]=[NH+:12][C:62]3=[C:61]2[CH:72]=[C:73](Br)[CH:64]=[CH:63]3)([C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10,11=10,20;12=11,12"
"CC[O:72][P:61]([CH:10]=[C:11]([O-:12])[O:93]CC)(=[O:62])[O:82]CC.O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20][C:34]([N+](=O)[O-])=[CH:33]1>>CC[O:72][P:61]([CH:10]([C:11](=[O:12])[O:93]CC)[CH:20]1[C:21](=[N+:22]([O-])[O-:23])[CH:32]=[C:33]([N+](=O)[O-])[CH:33]=[C:34]1[N+](=O)[O-])(=[O:62])[O:82]CC 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CCC[O:62][Si:11](C)(C)[H:10].C[C:34]1=[C:33](F)[CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][C:43](F)=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1>>CCC[O:62][Si+:11](C)C.C[C:34]1=[C:33](F)[CH:32]=[C:31]([CH:20]([H:10])[C:41]2=[CH:42][C:43](F)=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1 10,11=10,20"
"CC1=CC(C)=C([N:12]2[C:11](=[CH2:10])[N:63](C3=C(C)C=C(C)C=C3C)[CH:64]=[CH:65]2)C(C)=C1.FC(F)(F)[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[CH:36]=[CH:35]1>>CC1=CC(C)=C([N+:12]2=[C:11]([CH2:10][CH:20]([C:31]3=[CH:32][CH:33]=[C:34](C(F)(F)F)[CH:35]=[CH:36]3)[C:41]3=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]3)[N:63](C3=C(C)C=C(C)C=C3C)[CH:64]=[CH:65]2)C(C)=C1 10,11=10,20;12=11,12"
"C1CC[N:14]([C:13]2=[CH:12][CH:11]=[N:10][CH:61]=[CH:62]2)C1.C[C:21]1=[CH:20]CCC[C:22]1=[O:23]>>C[C:21]1=[C:22]([O-:23])CCC[CH:20]1[N:10]1[CH:11]=[CH:12][C:13](=[N+:14]2CCCC2)[CH:62]=[CH:61]1 10,11=10,20;12,13=11,12;14=13,14;20,21=21,22;22,23=23"
"C1C[S:31][CH+:20][S:41]C1.CO[C:94]1=[CH:93][CH:92]=[C:91]([C:10]2=[C:11]([O-:12])[O:62]C(C)(C)[O:83][C:72]2=[O:73])[CH:102]=[CH:103]1>>CO[C:94]1=[CH:93][CH:92]=[C:91]([C:10]2([CH:20]3[S:31]CCC[S:41]3)[C:11](=[O:12])[O:62]C(C)(C)[O:83][C:72]2=[O:73])[CH:102]=[CH:103]1 10,11=10,20;12=11,12"
"C1C[C:63]2=[C:62]([CH:11]=[CH:10]1)[CH:67]=[CH:66][CH:65]=[CH:64]2.C[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1>>C[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([CH:10]2CC[C:63]3=[C:62]([CH+:11]2)[CH:67]=[CH:66][CH:65]=[CH:64]3)[C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1 10,11=10,20"
"C[C:22](/[CH:21]=[CH:20]/[C:31]1=[CH:32][CH:33]=[C:34]([N+](=O)[O-])[CH:35]=[CH:36]1)=[O:23].C[N:10]1CCCC1>>C[N+:10]1([CH:20]([CH:21]=[C:22](C)[O-:23])[C:31]2=[CH:32][CH:33]=[C:34]([N+](=O)[O-])[CH:35]=[CH:36]2)CCCC1 10=20;20,21=21,22;22,23=23"
"CC[O:33][C:22](/[N:21]=[N:20]/[C:41](=[O:42])[O:43]CC)=[O:23].C[C:63]([NH:12][C:11](C1=CC=CC=C1)=[CH2:10])=[O:64]>>CC[O:33][C:22](=[N:21][N:20]([CH2:10][C:11](C1=CC=CC=C1)=[NH+:12][C:63](C)=[O:64])[C:41](=[O:42])[O:43]CC)[O-:23] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC[O:82][C:71](/[CH:10]=[C:11](\[O-:12])[C:62]1=[CH:63][CH:64]=[C:65]([N+:66](=[O:67])[O-:97])[CH:94]=[CH:93]1)=[O:72].O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20][C:41]2=[N:42]O[N:35]=[C:34]12>>CC[O:82][C:71]([CH:10]([C:11](=[O:12])[C:62]1=[CH:63][CH:64]=[C:65]([N+:66](=[O:67])[O-:97])[CH:94]=[CH:93]1)[CH:20]1[C:21](=[N+:22]([O-])[O-:23])[CH:32]=[C:33]([N+](=O)[O-])[C:34]2=[N:35]O[N:42]=[C:41]12)=[O:72] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1=CC=C([N:21]=[C:20]=[N:31]C2=CC=CC=C2)C=C1.COC1=C[C:71]2=[C:72](C=C1)[NH:62][CH:61]=[N:10]2>>COC1=C[C:71]2=[C:72](C=C1)[NH:62][CH:61]=[N+:10]2[C:20]([N-:21]C1=CC=CC=C1)=[N:31]C1=CC=CC=C1 10=20;20,21=21"
CC(C)(C)[O:92][C:61]([CH-:10][N:71]=[C:72](C1=CC=CC=C1)[C:73]1=[CH:74][CH:75]=[CH:76][CH:85]=[CH:84]1)=[O:62].F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([CH+:20][CH:41]=[CH:42][C:53]2=[CH:54][C:55](F)=[CH:56][C:57](F)=[CH:58]2)=[CH:32]1>>CC(C)(C)[O:92][C:61]([CH:10]([CH:20]([C:31]1=[CH:32][C:33](F)=[CH:34][C:35](F)=[CH:36]1)[CH:41]=[CH:42][C:53]1=[CH:54][C:55](F)=[CH:56][C:57](F)=[CH:58]1)[N:71]=[C:72](C1=CC=CC=C1)[C:73]1=[CH:74][CH:75]=[CH:76][CH:85]=[CH:84]1)=[O:62] 10=20
"C12C3C4C5C1[Fe:32]23451678C2C1C6[C:31]7([CH+:20][C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1)C28.C[S+:61](C)/[CH:10]=[C:11](/C1=CC=C(Br)C=C1)[O-:12]>>C[S+:61](C)[CH:10]([C:11](C1=CC=C(Br)C=C1)=[O:12])[CH:20]([C:31]12C3C4C5C1[Fe:32]45321678C2C1C6C7C28)[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1 10,11=10,20;12=11,12"
"C1CC[C:20](=[O:21])CC1.O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([C:61]([O-:10])=[O:62])=C1>>O=[N+]([O-])C1=CC([N+](=O)[O-])=CC([C:61]([O:10][C:20]2([O-:21])CCCCC2)=[O:62])=C1 10=20;20,21=21"
"CC1(C)C[O:12][B-:11](C2=CC=C(C(F)(F)F)C=C2)([CH:10](C)C2=CC=CC=C2)[O:62]C1.FC(F)(F)CN(C1=CC=CC=C1)[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[C:44](N(CC(F)(F)F)C3=CC=CC=C3)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1>>CC1(C)C[O+:12]=[B-:11](C2=CC=C(C(F)(F)F)C=C2)[O:62]C1.C[CH:10](C1=CC=CC=C1)[CH:20]([C:31]1=[CH:32][CH:33]=[C:34](N(CC(F)(F)F)C2=CC=CC=C2)[CH:35]=[CH:36]1)[C:41]1=[CH:42][CH:43]=[C:44](N(CC(F)(F)F)C2=CC=CC=C2)[CH:45]=[CH:46]1 10,11=10,20;12=11,12"
"CN1C=C[N+](C2=C(F)C(F)=C(F)C(F)=C2F)=C1[C:22](/[CH:21]=[CH:20]/[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)=[O:23].C[C:61]1=[N:10]CC[S:62]1>>CN1C=C[N+](C2=C(F)C(F)=C(F)C(F)=C2F)=C1[C:22](=[CH:21][CH:20]([N+:10]1=[C:61](C)[S:62]CC1)[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)[O-:23] 10=20;20,21=21,22;22,23=23"
"CO[C:23]1=[CH:22][C:21](=[CH:20][C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)[CH:32]=[C:33](OC)[C:24]1=[O:25].C[N:65](C)[C:64]1=[CH:63][CH:62]=[N+:61](/[CH:10]=[C:11](/C2=CC=CC=C2)[O-:12])[CH:72]=[CH:73]1>>CO[C:23]1=[C:24]([O-:25])[C:33](OC)=[CH:32][C:21]([CH:20]([CH:10]([C:11](C2=CC=CC=C2)=[O:12])[N+:61]2=[CH:62][CH:63]=[C:64]([N:65](C)C)[CH:73]=[CH:72]2)[C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)=[CH:22]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23,24;24,25=25"
"CC[O:61]/[C:11](=[C:10](\C(C)C)[C:72](=[O:73])[O:83]CC)[O-:12].[O+]#C[Fe-2:21]1234(C#[O+])(C#[O+])C5C[CH:20]1C2C3C54>>CC[O:61][C:11]([C:10](C(C)C)([CH:20]1CC2C3C4C1[Fe-3:21]234(C#[O+])(C#[O+])C#[O+])[C:72](=[O:73])[O:83]CC)=[O:12] 10,11=10,20;12=11,12;20,21=21"
"C[N+:23]1=[C:22]2C=CC=C[C:21]2=[CH:20][C:31]2=[C:32]1C=CC=C2.C[Si](C)(C)[Si:63]([Si](C)(C)C)([Si](C)(C)C)[O:12][CH:11]=[CH2:10]>>C[Si](C)(C)[Si:63]([Si](C)(C)C)([Si](C)(C)C)[O+:12]=[CH:11][CH2:10][CH:20]1[C:21]2=[C:22](C=CC=C2)[N:23](C)[C:32]2=[C:31]1C=CC=C2 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"[H:10][Sn:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1.[O-][N+:22]([C:21]1=[CH:20][C:41]2=[N+:42]([O-])O[N:35]=[C:34]2[N:33]=[CH:32]1)=[O:23]>>[O-][N+:22](=[C:21]1[CH:20]([H:10])[C:41]2=[N+:42]([O-])O[N:35]=[C:34]2[N:33]=[CH:32]1)[O-:23].[Sn+:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1 10,11=10,20;20,21=21,22;22,23=23"
"CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]=[N+:21](C)C)[CH:36]=[CH:35]1.C[S+:61](C)[CH-:10][C:71]1=[CH:72][CH:73]=[C:74]([C:75]#[N:76])[CH:83]=[CH:82]1>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([CH:10]([S+:61](C)C)[C:71]2=[CH:72][CH:73]=[C:74]([C:75]#[N:76])[CH:83]=[CH:82]2)[N:21](C)C)[CH:36]=[CH:35]1 10=20;20,21=21"
"CC1=CC=[C:10]([B-:11]2(C3=CC=C(C(F)(F)F)C=C3)[O:12]C(C)(C)C(C)(C)[O:62]2)O1.CN1C(=O)C(CC2=CC=CC=C2)/[N+:23](=[CH:22]/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C1(C)C>>CC1(C)C(C)(C)[O:62][B-:11](C2=CC=C(C(F)(F)F)C=C2)=[O+:12]1.CC1=CC=[C:10]([CH:20]([CH:21]=[CH:22][N:23]2C(CC3=CC=CC=C3)C(=O)N(C)C2(C)C)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)O1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC(C)(C)[N:62]1[P:11]([H:10])[N:72](C(C)(C)C)[C:64]2=[C:63]1C=CC=C2.N#C[C:20]1=[C:21](C#N)[C:22](=[O:23])[C:30](Cl)=[C:31](Cl)[C:32]1=[O:33]>>CC(C)(C)[N:62]1[P+:11][N:72](C(C)(C)C)[C:64]2=[C:63]1C=CC=C2.N#C[C:20]1([H:10])[C:21](C#N)=[C:22]([O-:23])[C:30](Cl)=[C:31](Cl)[C:32]1=[O:33] 10,11=10,20;20,21=21,22;22,23=23"
"C1[CH:20]=[CH:21][C:22](=[O:23])[O:33]1.CC[O:82][C:71]([C-:10](C(C)C)[C:61](=[O:62])[O:112]CC)=[O:72]>>CC[O:82][C:71]([C:10](C(C)C)([CH:20]1C[O:33][C:22]([O-:23])=[CH:21]1)[C:61](=[O:62])[O:112]CC)=[O:72] 10=20;20,21=21,22;22,23=23"
"CC1(C)C2CC1[C:11](C)=[CH:10]C2.C[N:51]1C(=S)[N:52](C)[C:32](=[O:33])[C:21](=[CH:20][C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)[C:22]1=[O:23]>>CC1(C)C2CC1[C+:11](C)[CH:10]([CH:20]([C:21]1=[C:22]([O-:23])[N:51](C)C(=S)[N:52](C)[C:32]1=[O:33])[C:41]1=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]1)C2 10,11=10,20;20,21=21,22;22,23=23"
"CC[O:72][C:11](=[CH:10][P+:61](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[O-:12].F[C:43]1=[CH:44][CH:45]=[CH:46][C:41]([C+:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:42]1>>CC[O:72][C:11]([CH:10]([C:20]([C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)([C:41]1=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]1)[P+:61](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)=[O:12] 10,11=10,20;12=11,12"
