SMILES Labelled,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"[H:20][N+:21](CC)(CC)CC.CC1=C(SC(=[N+]1CC2=CC=CC=C2)C(CCCCC=C)(C[C:10]3=[C:11](C(=C(C3C(C)C)CCC=C)OC(=O)C4=CC=CC=C4)[O-:12])O)CCO.[Cl-]>>CCN(CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(CCCCC=C)(CC3C(C(=C(C3=O)OC(=O)c4ccccc4)CCC=C)C(C)C)O)CCO.[Cl-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][O:21]C(CCCCC=C)(CC1C(C(=C(C1=O)OC(=O)C2=CC=CC=C2)CCC=C)C(C)C)C3=[N+](C(=C(S3)CCO)C)CC4=CC=CC=C4.CC[N:10](CC)CC.[Cl-]>>CC[NH+](CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(CCCCC=C)(CC3C(C(=C(C3=O)OC(=O)c4ccccc4)CCC=C)C(C)C)[O-])CCO.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC1=C(S[C:21](=[N+]1CC2=CC=CC=C2)[C:20](CCCCC=C)(CC3C(C(=C(C3=O)OC(=O)C4=CC=CC=C4)CCC=C)C(C)C)[O-:10])CCO.[Cl-].CC[NH+](CC)CC>>CC1=C(S[C-]=[N+]1Cc2ccccc2)CCO.CC(C)C1C(C(=O)C(=C1CCC=C)OC(=O)c2ccccc2)CC(=O)CCCCC=C.[Cl-].CC[NH+](CC)CC 10=20;20,21=21",Lone to sigma*,,,,,
"CC1=C(S[C-:10]=[N+]1CC2=CC=CC=C2)CCO.CC(C)[CH:20]=[O:21].[Cl-].CC[NH+](CC)CC.CC(=O)C=C>>Cc1c(sc([n+]1Cc2ccccc2)C(C(C)C)[O-])CCO.[Cl-].CC[NH+](CC)CC.CC(=O)C=C 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][N+:21](CC)(CC)CC.CC1=C(SC(=[N+]1CC2=CC=CC=C2)C(C(C)C)[O-:10])CCO.[Cl-].CC(=O)C=C>>CCN(CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(C(C)C)O)CCO.[Cl-].CC(=O)C=C 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]([C:22]1=[N+:23](C(=C(S1)CCO)C)CC2=CC=CC=C2)(C(C)C)O.CC[N:10](CC)CC.[Cl-].CC(=O)C=C>>CC[NH+](CC)CC.CC1=C(SC(=C(C(C)C)O)N1Cc2ccccc2)CCO.[Cl-].CC(=O)C=C 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC1=C(S[C:11](=[C:10](C(C)C)O)[N:12]1CC2=CC=CC=C2)CCO.C[C:22](=[O:23])[CH:21]=[CH2:20].[Cl-].CC[NH+](CC)CC>>Cc1c(sc([n+]1Cc2ccccc2)C(CC=C(C)[O-])(C(C)C)O)CCO.[Cl-].CC[NH+](CC)CC 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
"[H:20][N+:21](CC)(CC)CC.CC1=C(SC(=[N+]1CC2=CC=CC=C2)C(C[CH:10]=[C:11](C)[O-:12])(C(C)C)O)CCO.[Cl-]>>CCN(CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(CCC(=O)C)(C(C)C)O)CCO.[Cl-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][O:21]C(CCC(=O)C)(C1=[N+](C(=C(S1)CCO)C)CC2=CC=CC=C2)C(C)C.CC[N:10](CC)CC.[Cl-]>>CC[NH+](CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(CCC(=O)C)(C(C)C)[O-])CCO.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC1=C(S[C:21](=[N+]1CC2=CC=CC=C2)[C:20](CCC(=O)C)(C(C)C)[O-:10])CCO.[Cl-].CC[NH+](CC)CC>>CC1=C(S[C-]=[N+]1Cc2ccccc2)CCO.CC(C)C(=O)CCC(=O)C.[Cl-].CC[NH+](CC)CC 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH2:21][C:22](=[O:23])CCC(=O)C(C)C.[OH:10][Na].O.CCO>>CC(C)C(=O)CCC(=C)[O-].[OH2+][Na].O.CCO 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(C)[C:20](=[O:21])CC[C:11](=[CH2:10])[O-:12].O.CCO.[OH2+][Na]>>CC(C)C1(CCC(=O)C1)[O-].O.CCO.[OH2+][Na] 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"[H:20][OH+:21][Na].CC(C)C1(CCC(=O)C1)[O-:10].O.CCO>>CC(C)C1(CCC(=O)C1)O.O[Na].O.CCO 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1[C:22](=[O:23])CCC1(C(C)C)O.[OH:10][Na].O.CCO>>CC(C)C1(CCC(=C1)[O-])O.[OH2+][Na].O.CCO 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(C)[C:20]1(CC[C:11](=[CH:10]1)[O-:12])[OH:21].O.CCO.[OH2+][Na]>>CC(C)C1=CC(=O)CC1.[OH-].O.CCO.[OH2+][Na] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][CH:21](CC(=O)OC)[C:22](=[O:23])OC.C[O:10][Na].CO.CCc1ccc(cc1O)C=O>>C[OH+][Na].COC(=O)CC=C([O-])OC.CO.CCc1ccc(cc1O)C=O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCC1=C(C=C(C=C1)[CH:20]=[O:21])O.COC(=O)C[CH:10]=[C:11]([O-:12])OC.CO.C[OH+][Na]>>CCc1ccc(cc1O)C(C(CC(=O)OC)C(=O)OC)[O-].CO.C[OH+][Na] 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"CCC1=C(C=C(C=C1)C(C(C[C:20](=[O:21])OC)C(=O)OC)[O-:10])O.CO.C[OH+][Na]>>CCc1ccc(cc1O)C2C(CC(O2)([O-])OC)C(=O)OC.CO.C[OH+][Na] 10=20;20,21=21",Lone to pi*,,,,,
"CCC1=C(C=C(C=C1)C2C(C[C:20](O2)([O-:10])[O:21]C)C(=O)OC)O.CO.C[OH+][Na]>>CCc1ccc(cc1O)C2C(CC(=O)O2)C(=O)OC.C[O-].CO.C[OH+][Na] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(CC(=O)OC1C2=CC(=C(C=C2)CC)O)[C:22](=[O:23])OC.C[O-:10].CO.C[OH+][Na]>>CCc1ccc(cc1O)C2C(=C([O-])OC)CC(=O)O2.CO.CO.C[OH+][Na] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCC1=C(C=C(C=C1)[CH:20]2[C:10](=[C:11]([O-:12])OC)CC(=O)[O:21]2)O.CO.C[OH+][Na]>>CCc1ccc(cc1O)C=C(CC(=O)[O-])C(=O)OC.CO.C[OH+][Na] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][OH2+:21].CCC1=C(C=C(C=C1)C=C(CC(=O)[O-:10])C(=O)OC)O.[Cl-].CO.C[OH+][Na]>>CCc1ccc(cc1O)C=C(CC(=O)O)C(=O)OC.O.[Cl-].CO.C[OH+][Na] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21](C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C(=O)OCC)[C:22](=[O:23])OC.C[O-:10].[Na+].[HH].c1c(cc(cc1C(F)(F)F)C(F)(F)F)C=O>>CCOC(=O)C(=C(c1ccccc1)c2ccccc2)C=C([O-])OC.CO.[Na+].[HH].c1c(cc(cc1C(F)(F)F)C(F)(F)F)C=O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCOC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)[CH:10]=[C:11]([O-:12])OC.C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)[CH:20]=[O:21].[Na+].CO.[HH]>>CCOC(=O)C(=C(c1ccccc1)c2ccccc2)C(C(c3cc(cc(c3)C(F)(F)F)C(F)(F)F)[O-])C(=O)OC.[Na+].CO.[HH] 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"CCO[C:20](=[O:21])C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C(C(C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)[O-:10])C(=O)OC.[Na+].CO.[HH]>>CCOC1(C(=C(c2ccccc2)c3ccccc3)C(C(O1)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)C(=O)OC)[O-].[Na+].CO.[HH] 10=20;20,21=21",Lone to pi*,,,,,
"CC[O:21][C:20]1(C(=C(C2=CC=CC=C2)C3=CC=CC=C3)C(C(O1)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C(=O)OC)[O-:10].[Na+].CO.[HH]>>CC[O-].COC(=O)C1C(OC(=O)C1=C(c2ccccc2)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F.[Na+].CO.[HH] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(C(OC(=O)C1=C(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)[C:22](=[O:23])OC.CC[O-:10].[Na+].CO.[HH]>>CCO.COC(=C1C(OC(=O)C1=C(c2ccccc2)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)[O-].[Na+].CO.[HH] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CO[C:11](=[C:10]1[CH:20]([O:21]C(=O)C1=C(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)[O-:12].[Na+].CO.CCO.[HH]>>COC(=O)C(=Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=C(c2ccccc2)c3ccccc3)C(=O)[O-].[Na+].CO.CCO.[HH] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][OH2+:21].COC(=O)C(=CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)[O-:10].[Cl-].CO.CCO>>COC(=O)C(=Cc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=C(c2ccccc2)c3ccccc3)C(=O)O.O.[Cl-].CO.CCO 10=20;20,21=21",Lone to sigma*,,,,,
"CC1CC2=CC(=C(C=C2C[C:20]1=[O:21])OC)C.C1CC[NH:10]C1.C1CC[NH2+]C1>>Cc1cc2c(cc1OC)CC(C(C2)C)([NH+]3CCCC3)[O-].C1CC[NH2+]C1 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21]1CCCC1.CC1CC2=CC(=C(C=C2CC1([NH+]3CCCC3)[O-:10])OC)C>>Cc1cc2c(cc1OC)CC(C(C2)C)([NH+]3CCCC3)O.C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21]1(CCCC1)C2(CC3=CC(=C(C=C3CC2C)C)OC)O.C1CC[NH:10]C1>>Cc1cc2c(cc1OC)CC(C(C2)C)(N3CCCC3)O.C1CC[NH2+]C1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][NH+:21]1CCCC1.CC1CC2=CC(=C(C=C2CC1(N3CCCC3)[OH:10])OC)C>>Cc1cc2c(cc1OC)CC(C(C2)C)(N3CCCC3)[OH2+].C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"CC1CC2=CC(=C(C=C2C[C:20]1([N:10]3CCCC3)[OH2+:21])OC)C.C1CCNC1>>Cc1cc2c(cc1OC)CC(=[N+]3CCCC3)C(C2)C.O.C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1C2=CC(=C(C=C2CC([C:22]1=[N+:23]3CCCC3)C)C)OC.C1CC[NH:10]C1.O>>Cc1cc2c(cc1OC)C=C(C(C2)C)N3CCCC3.C1CC[NH2+]C1.O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC1CC2=CC(=C(C=C2[CH:10]=[C:11]1[N:12]3CCCC3)OC)C.[CH2:20]=[CH:21][CH:22]=[O:23]>>Cc1cc2c(cc1OC)C(C(=[N+]3CCCC3)C(C2)C)CC=C[O-] 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
"[H:20][C:21]1(CC2=CC(=C(C=C2C([C:22]1=[N+:23]3CCCC3)C[CH:10]=[CH:11][O-:12])OC)C)C>>Cc1cc2c(cc1OC)C(C(=C(C2)C)N3CCCC3)CCC=O 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to sigma*,,,,,
"[H]C1([C:11]([O-:10])=[C:12](C)CC2=CC(C)=C(OC)C=C12)CC[CH:20]=[N+:21](C)C>>[H]C34CC[CH:20]([C:12](CC5=CC(C)=C(OC)C=C45)(C)[C:11]3=[O:10])[N:21](C)C 10=11;11,12=12,20;20,21=21",Pi to pi*,dvv fixed 2/24/21,,,,
"CC1=C(C=C2C3CCC(C(C3=O)(CC2=C1)C)[N:10]4CCCC4)OC.[CH3:20][I:21]>>CC1=C(C=C2C3CCC(C(C3=O)(CC2=C1)C)[N+:10]4(CCCC4)[CH3:20])OC.[I-:21] 10=20;20,21=21",Lone to sigma*,dvv fixed 2/24/21,,,,
"[H:20][OH2+:21].CC1=C(C=C2[C:10]3=[C:11](C(CC2=C1)(C(CC3)O)C)[N:12]4CCCC4)OC.[Cl-]>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3=[N+]4CCCC4)C)O.O.[Cl-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"CC1=C(C=C2C3CCC(C([C:20]3=[N+:21]4CCCC4)(CC2=C1)C)O)OC.[OH2:10].[Cl-]>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3(N4CCCC4)[OH2+])C)O.[Cl-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][OH+:21]C1(C2CCC(C1(CC3=CC(=C(C=C23)OC)C)C)O)N4CCCC4.[OH2:10].[Cl-]>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3(N4CCCC4)O)C)O.[OH3+].[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH2+:21].CC1=C(C=C2C3CCC(C(C3([N:10]4CCCC4)O)(CC2=C1)C)O)OC.[Cl-]>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3([NH+]4CCCC4)O)C)O.O.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC1=C(C=C2C3CCC(C([C:20]3([NH+:21]4CCCC4)[OH:10])(CC2=C1)C)O)OC.[Cl-].O>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3=[OH+])C)O.C1CCNC1.[Cl-].O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C1C2CCC(C1(CC3=CC(=C(C=C23)OC)C)C)O.C1CC[NH:10]C1.[Cl-].O>>Cc1cc2c(cc1OC)C3CCC(C(C2)(C3=O)C)O.C1CC[NH2+]C1.[Cl-].O 10=20;20,21=21",Lone to sigma*,,,,,
"C=C1CCCC2C1CC[C:20](=[O:21])C2.C1CC[NH:10]C1.C1CC[NH2+]C1>>C=C1CCCC2C1CCC(C2)([NH+]3CCCC3)[O-].C1CC[NH2+]C1 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21]1CCCC1.C=C1CCCC2C1CCC(C2)([NH+]3CCCC3)[O-:10]>>C=C1CCCC2C1CCC(C2)([NH+]3CCCC3)O.C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21]1(CCCC1)C2(CCC3C(C2)CCCC3=C)O.C1CC[NH:10]C1>>C=C1CCCC2C1CCC(C2)(N3CCCC3)O.C1CC[NH2+]C1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][NH+:21]1CCCC1.C=C1CCCC2C1CCC(C2)(N3CCCC3)[OH:10]>>C=C1CCCC2C1CCC(C2)(N3CCCC3)[OH2+].C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"C=C1CCCC2C1CC[C:20](C2)([N:10]3CCCC3)[OH2+:21].C1CCNC1>>C=C1CCCC2C1CCC(=[N+]3CCCC3)C2.O.C1CCNC1 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1CC2C(CCCC2=C)C[C:22]1=[N+:23]3CCCC3.C1CC[NH:10]C1.O>>C=C1CCCC2C1CC=C(C2)N3CCCC3.C1CC[NH2+]C1.O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CCOC(=O)[CH:20](C)[Br:21].C=C1CCCC2C1C[CH:10]=[C:11](C2)[N:12]3CCCC3>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1=[N+]3CCCC3.[Br-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"CCOC(=O)C(C)C1CC2C(CCCC2=C)C[C:20]1=[N+:21]3CCCC3.[OH2:10].[Br-]>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1(N3CCCC3)[OH2+].[Br-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][OH+:21]C1(CC2CCCC(=C)C2CC1C(C)C(=O)OCC)N3CCCC3.[OH2:10].[Br-]>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1(N3CCCC3)O.[OH3+].[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH2+:21].CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1([N:10]3CCCC3)O.[Br-]>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1([NH+]3CCCC3)O.O.[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]C1(CC2CCCC(=C)C2CC1C(C)C(=O)OCC)[NH+]3CCCC3.[OH2:10].[Br-]>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1([NH+]3CCCC3)[O-].[OH3+].[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCOC(=O)C(C)C1CC2C(CCCC2=C)C[C:20]1([NH+:21]3CCCC3)[O-:10].[OH3+].[Br-]>>CCOC(=O)C(C)C1CC2C(CCCC2=C)CC1=O.C1CCNC1.[OH3+].[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC(C)OC(=O)CC1C2=C(CC[NH:10]1)C=C(C=C2)OC.C1CC[C:20](=[O:21])C1.C(=O)(C(F)(F)F)O>>CC(C)OC(=O)CC1c2ccc(cc2CC[NH+]1C3(CCCC3)[O-])OC.C(=O)(C(F)(F)F)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]C(=O)C(F)(F)F.CC(C)OC(=O)CC1C2=C(CC[NH+]1C3(CCCC3)[O-:10])C=C(C=C2)OC>>CC(C)OC(=O)CC1c2ccc(cc2CC[NH+]1C3(CCCC3)O)OC.C(=O)(C(F)(F)F)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21]1(CCC2=C(C1CC(=O)OC(C)C)C=CC(=C2)OC)C3(CCCC3)O.C(=O)(C(F)(F)F)[O-:10]>>CC(C)OC(=O)CC1c2ccc(cc2CCN1C3(CCCC3)O)OC.C(=O)(C(F)(F)F)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]C(=O)C(F)(F)F.CC(C)OC(=O)CC1C2=C(CCN1C3(CCCC3)[OH:10])C=C(C=C2)OC>>CC(C)OC(=O)CC1c2ccc(cc2CCN1C3(CCCC3)[OH2+])OC.C(=O)(C(F)(F)F)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC(C)OC(=O)CC1C2=C(CC[N:10]1[C:20]3(CCCC3)[OH2+:21])C=C(C=C2)OC.C(=O)(C(F)(F)F)[O-]>>CC(C)OC(=O)CC1c2ccc(cc2CC[N+]1=C3CCCC3)OC.O.C(=O)(C(F)(F)F)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1CCC[C:22]1=[N+:23]2CCC3=C(C2CC(=O)OC(C)C)C=CC(=C3)OC.C(=O)(C(F)(F)F)[O-:10].O>>CC(C)OC(=O)CC1c2ccc(cc2CCN1C3=CCCC3)OC.C(=O)(C(F)(F)F)O.O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(C)O[C:20](=[O:21])CC1C2=C(CC[N:12]1[C:11]3=[CH:10]CCC3)C=C(C=C2)OC.O.C(=O)(C(F)(F)F)O>>CC(C)OC1(CC2c3ccc(cc3CC[N+]2=C4C1CCC4)OC)[O-].O.C(=O)(C(F)(F)F)O 10,11=10,20;12=11;20,21=21",Pi to pi*,,,,,
"CC(C)[O:21][C:20]1(CC2C3=C(CC[N+]2=C4C1CCC4)C=C(C=C3)OC)[O-:10].O.C(=O)(C(F)(F)F)O>>CC(C)[O-].COc1ccc2c(c1)CC[N+]3=C4CCCC4C(=O)CC23.O.C(=O)(C(F)(F)F)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]12CCC[C:22]1=[N+:23]3CCC4=C(C3CC2=O)C=CC(=C4)OC.CC(C)[O-:10].O.C(=O)(C(F)(F)F)O>>CC(C)O.COc1ccc2c(c1)CCN3C2CC(=O)C4=C3CCC4.O.C(=O)(C(F)(F)F)O 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
CC1=NC(=CS1)C=C(C)C=[O:10].CC(C)O[Ti:20](OC(C)C)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)CC=C>>Cc1nc(cs1)C=C(C)C=[O+][Ti-](OC(C)C)(OC(C)C)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)CC=C 10=20,Lone to empty,,,,,
"CCCC[Sn](CCCC)(CCCC)C[CH:11]=[CH2:10].CC1=NC(=CS1)C=C(C)[CH:20]=[O+:21][Ti-](OC(C)C)(OC(C)C)(OC(C)C)OC(C)C>>CCCC[Sn](CCCC)(CCCC)C[CH+]CC(C(=Cc1csc(n1)C)C)O[Ti-](OC(C)C)(OC(C)C)(OC(C)C)OC(C)C 10,11=10,20;20,21=21",Pi to pi*,,,,,
"CCCC[Sn](CCCC)(CCCC)C[CH+]CC(C(=CC1=CSC(=N1)C)C)O[Ti-:20](OC(C)C)(OC(C)C)(OC(C)C)[O:21]C(C)C>>CCCC[Sn](CCCC)(CCCC)C[CH+]CC(C(=Cc1csc(n1)C)C)O[Ti](OC(C)C)(OC(C)C)OC(C)C.CC(C)[O-] 20,21=21",Sigma to sigma*,,,,,
CCCC[Sn:20](CCCC)(CCCC)C[CH+]CC(C(=CC1=CSC(=N1)C)C)O[Ti](OC(C)C)(OC(C)C)OC(C)C.CC(C)[O-:10]>>CCCC[Sn-](CCCC)(CCCC)(C[CH+]CC(C(=Cc1csc(n1)C)C)O[Ti](OC(C)C)(OC(C)C)OC(C)C)OC(C)C 10=20,Lone to empty,,,,,
"CCCC[Sn-:11](CCCC)(CCCC)([CH2:10][CH+:20]CC(C(=CC1=CSC(=N1)C)C)O[Ti](OC(C)C)(OC(C)C)OC(C)C)OC(C)C>>CCCC[Sn](CCCC)(CCCC)OC(C)C.Cc1nc(cs1)C=C(C)C(CC=C)O[Ti](OC(C)C)(OC(C)C)OC(C)C 10,11=10,20",Sigma to empty,,,,,
"[H:20][OH:21].CC1=NC(=CS1)C=C(C)C(CC=C)[O:10][Ti](OC(C)C)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)OC(C)C>>Cc1nc(cs1)C=C(C)C(CC=C)[OH+][Ti](OC(C)C)(OC(C)C)OC(C)C.[OH-].CCCC[Sn](CCCC)(CCCC)OC(C)C 10=20;20,21=21",Lone to sigma*,,,,,
CC1=NC(=CS1)C=C(C)C(CC=C)[OH+][Ti:20](OC(C)C)(OC(C)C)OC(C)C.[OH-:10].CCCC[Sn](CCCC)(CCCC)OC(C)C>>Cc1nc(cs1)C=C(C)C(CC=C)[OH+][Ti-](O)(OC(C)C)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)OC(C)C 10=20,Lone to empty,,,,,
"CC1=NC(=CS1)C=C(C)C(CC=C)[OH+:21][Ti-:20](O)(OC(C)C)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)OC(C)C>>Cc1nc(cs1)C=C(C)C(CC=C)O.CC(C)O[Ti](O)(OC(C)C)OC(C)C.CCCC[Sn](CCCC)(CCCC)OC(C)C 20,21=21",Sigma to sigma*,,,,,
"[H:20][O:21]C1CC23C(=CC(=O)N2CCC4=C3C=C(C=C4)OC)C=C1.[OH-:10].[K+].CI>>COc1ccc2c(c1)C34CC(C=CC3=CC(=O)N4CC2)[O-].O.[K+].CI 10=20;20,21=21",Lone to sigma*,,,,,
COC1=CC2=C(CCN3C24CC(C=CC4=CC3=O)[O-:10])C=C1.[K+:20].O.CI>>COc1ccc2c(c1)C34CC(C=CC3=CC(=O)N4CC2)O[K].O.CI 10=20,Lone to empty,,,,,
"COC1=CC2=C(CCN3C24CC(C=CC4=CC3=O)[O:10][K])C=C1.[CH3:20][I:21].O>>COc1ccc2c(c1)C34CC(C=CC3=CC(=O)N4CC2)[O+](C)[K].[I-].O 10=20;20,21=21",Lone to sigma*,,,,,
COC1=CC2=C(CCN3C24CC(C=CC4=CC3=O)[O+](C)[K:20])C=C1.[OH-:10].[I-].O>>COc1ccc2c(c1)C34CC(C=CC3=CC(=O)N4CC2)[O+](C)[K-]O.[I-].O 10=20,Lone to empty,,,,,
"COC1=CC2=C(CCN3C24CC(C=CC4=CC3=O)[O+:21](C)[K-:20]O)C=C1.[I-].O>>COc1ccc2c(c1)C34CC(C=CC3=CC(=O)N4CC2)OC.O[K].[I-].O 20,21=21",Sigma to sigma*,,,,,
"CC(=O)O[C:20](=[O:21])C.C[N+]1(C2CCC1C=CC2)[O-:10]>>CC(=O)OC(C)([O-])O[N+]1(C2CCC1C=CC2)C 10=20;20,21=21",Lone to pi*,,,,,
"CC(=O)[O:21][C:20](C)([O-:10])O[N+]1(C2CCC1C=CC2)C>>CC(=O)[O-].CC(=O)O[N+]1(C2CCC1C=CC2)C 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH2:21][N+:22]1(C2CCC1C=CC2)[O:23]C(=O)C.CC(=O)[O-:10]>>CC(=O)O.CC(=O)[O-].C=[N+]1C2CCC1C=CC2 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(=O)[O-:10].[CH2:20]=[N+:21]1C2CCC1C=CC2.CC(=O)O>>CC(=O)OCN1C2CCC1C=CC2.CC(=O)O 10=20;20,21=21",Lone to pi*,,,,,
"C(=O)(C(F)(F)F)O[C:20](=[O:21])C(F)(F)F.CC1(OC(C(O1)C(C[S+](C)[O-:10])OCC2=CC=CC=C2)C(C[S+](C)[O-])OCC3=CC=CC=C3)C>>CC1(OC(C(O1)C(C[S+](C)OC(C(F)(F)F)([O-])OC(=O)C(F)(F)F)OCc2ccccc2)C(C[S+](C)[O-])OCc3ccccc3)C 10=20;20,21=21",Lone to pi*,,,,,
"CC1(OC(C(O1)C(C[S+](C)O[C:20](C(F)(F)F)([O-:10])[O:21]C(=O)C(F)(F)F)OCC2=CC=CC=C2)C(C[S+](C)[O-])OCC3=CC=CC=C3)C>>CC1(OC(C(O1)C(C[S+](C)OC(=O)C(F)(F)F)OCc2ccccc2)C(C[S+](C)[O-])OCc3ccccc3)C.C(=O)(C(F)(F)F)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
